AT3G14520-MONOMER	AT3G14520	Q9LUE2	lyase	
AT3G19420-MONOMER	AT3G19420	Q9LT75	AT3G19420	
AT2G35680-MONOMER	AT2G35680	Q9ZQP1	AT2G35680	
AT3G61880-MONOMER	AT3G61880	Q9SLP1	monooxygenase	
AT4G13700-MONOMER	AT4G13700	Q6TPH1	purple acid phosphatase 23	acid phosphatase, AtPAP23
AT1G24180-MONOMER	AT1G24180	Q8H1Y0	pyruvate dehydrogenase (acetyl-transferring)	
AT3G52880-MONOMER	AT3G52880	Q9LFA3	monodehydroascorbate reductase (NADH)	
GQT-5053-MONOMER	GQT-5053		AT1G55810.4	
AT5G17030-MONOMER	AT5G17030		UDP-glycosyltransferase	
AT3G25585-MONOMER	AT3G25585	O82568	aminoalcoholphosphotransferase	
AT2G28210-MONOMER	AT2G28210	Q9SL34	carbonate dehydratase	
AT1G69720-MONOMER	AT1G69720	Q9C9L4	heme oxygenase (decyclizing)	
AT2G43900-MONOMER	AT2G43900	O80560	inositol-polyphosphate 5-phosphatase	inositol polyphosphate 5-phosphatase (type I)
GQT-4412-MONOMER	GQT-4412		AT3G16175.1	
AT1G30080-MONOMER	AT1G30080	Q8L7E6	hydrolase, hydrolyzing O-glycosyl compounds	
CPLX-1425				PLC, AtPLC1
GQT-4834-MONOMER	GQT-4834		AT1G09610.1	
AT5G43450-MONOMER	AT5G43450	Q9LSW6	1-aminocyclopropane-1-carboxylate oxidase	
AT5G13980-MONOMER	AT5G13980	Q8LPJ3	alpha-mannosidase	
GQT-4462-MONOMER	GQT-4462		AT2G13840.1	
AT3G14550-MONOMER	AT3G14550	Q8GY09		farnesyltranstransferase, ATGGPS3
AT1G05680-MONOMER	AT1G05680	Q9SYK9	UDP-glucosyltransferase	
AT2G45580-MONOMER	AT2G45580	O64638	AT2G45580	
CPLXQT-40			thiazole synthase	
AT4G11840-MONOMER	AT4G11840	Q9T052	phospholipase D	
AT3G01500-MONOMER	AT3G01500	P27140		
GQT-5200-MONOMER	GQT-5200		AT4G01950.2	
GQT-4789-MONOMER	GQT-4789		AT1G33170.1	
AT4G04930-MONOMER	AT4G04930	Q9ZPH4	sphingolipid delta-4 desaturase	
GQT-4561-MONOMER	GQT-4561		AT3G05170.1	
AT5G35360-MONOMER	AT5G35360	O04983	biotin carboxylase	
AT1G52940-MONOMER	AT1G52940	Q9C927	acid phosphatase	
GQT-4902-MONOMER	GQT-4902		AT3G44190.1	
GQT-5448-MONOMER	GQT-5448		AT1G54440.2	
AT3G60620-MONOMER	AT3G60620		phosphatidate cytidylyltransferase	
AT5G65010-MONOMER	AT5G65010		asparagine synthase (glutamine-hydrolyzing)	
AT1G26810-MONOMER	AT1G26810	Q8L7F9	transferase, transferring glycosyl groups//transferase, transferring hexosyl groups//UDP-galactose:N-glycan beta-1,3-galactosyltransferase	
GQT-4516-MONOMER	GQT-4516		AT4G37950.1	
AT3G14225-MONOMER	AT3G14225	Q9LJP1	lipase	
GQT-4859-MONOMER	GQT-4859		AT1G14730.1	
AT4G32370-MONOMER	AT4G32370	Q3E9S7	polygalacturonase	
AT1G75880-MONOMER	AT1G75880	Q94CH8	hydrolase activity, acting on ester bonds	
AT2G45880-MONOMER	AT2G45880	O80831	beta-amylase	
AT3G52810-MONOMER	AT3G52810	Q9LXI4	acid phosphatase	
AT2G46390-MONOMER	AT2G46390	Q9SKE0	complex II subunit 8	complex II subunit 8
AT3G14660-MONOMER	AT3G14660	Q9LUC8	AT3G14660	
GQT-4133-MONOMER	GQT-4133		AT3G55090.1	
AT2G31830-MONOMER	AT2G31830		phosphatidylinositol/ inositol polyphosphate 5-phosphatase	inositol polyphosphate 5-phosphatase (type II)
AT1G57770-MONOMER	AT1G57770	Q9FVR9	oxidoreductase	
AT1G04180-MONOMER	AT1G04180		tryptamine monooxygenase	
CPLXQT-26				
AT2G30720-MONOMER	AT2G30720	Q6AWX1	acyl-CoA thioesterase	
GQT-320-MONOMER	GQT-320	O82392	AT2G29630.1	
AT3G15850-MONOMER	AT3G15850	Q949X0	palmitate desaturase	
GQT-4736-MONOMER	GQT-4736		AT3G52310.1	
AT3G06810-MONOMER	AT3G06810	Q8RWZ3	IBA-CoA oxidase//acyl-CoA dehydrogenase	
AT5G37000-MONOMER	AT5G37000	Q9FGV3	catalytic	
AT1G51980-MONOMER	AT1G51980	Q9ZU25	AT1G51980	
AT1G77120-MONOMER	AT1G77120		alcohol dehydrogenase	
AT3G60880-MONOMER	AT3G60880	Q9LZX6	dihydrodipicolinate synthase	
GQT-3916-MONOMER	GQT-3916		AT3G48420.1	
AT1G34520-MONOMER	AT1G34520	Q9LNL1	acyltransferase	
AT3G17790-MONOMER	AT3G17790	Q9SCX8	phosphatase	
AT3G07630-MONOMER	AT3G07630	Q9SSE7	arogenate dehydratase////prephenate dehydratase	
AT1G31070-MONOMER	AT1G31070	Q940S3	N-acetylglucosamine-1-phosphate uridylyltransferase	
AT5G15650-MONOMER	AT5G15650	Q9LFW1	UDP-L-arabinose mutase	UDP-L-Ara mutase, uridine-diphosphate-L-arabinose mutase
AT3G26125-MONOMER	AT3G26125	Q9LTN1	AT3G26125	
AT4G01890-MONOMER	AT4G01890	Q9SYI7	polygalacturonase	
AT3G13390-MONOMER	AT3G13390	Q9LJF2	oxidoreductase	
AT1G04410-MONOMER	AT1G04410		malate dehydrogenase	
AT2G38700-MONOMER	AT2G38700	O23722	diphosphomevalonate decarboxylase	
GQT-4409-MONOMER	GQT-4409		AT1G62760.1	
AT5G39580-MONOMER	AT5G39580	Q9FKA4	peroxidase	
GQT-4336-MONOMER	GQT-4336		AT5G16400.1	
GQT-5449-MONOMER	GQT-5449		AT4G17590.1	
AT5G54810-MONOMER	AT5G54810	P14671	tryptophan synthase, beta subunit	
AT5G27600-MONOMER	AT5G27600	Q8LKS5	long-chain-fatty-acid-CoA ligase	
AT3G13100-MONOMER	AT3G13100	Q9LK62	ATPase, coupled to transmembrane movement of substances	
AT5G57220-MONOMER	AT5G57220	Q9LVD6		
GQT-4559-MONOMER	GQT-4559		AT4G24340.1	
AT1G01980-MONOMER	AT1G01980	Q9LPC3	electron carrier	
CPLXQT-37				
GQT-4446-MONOMER	GQT-4446		AT2G28780.1	
AT3G46490-MONOMER	AT3G46490	Q9SNC8	oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	
AT4G37530-MONOMER	AT4G37530	Q9SZE7	peroxidase	
AT5G54140-MONOMER	AT5G54140	O81641	IAA-amino acid conjugate hydrolase	
GQT-5117-MONOMER	GQT-5117		AT1G09195.10	
AT1G02530-MONOMER	AT1G02530	Q9FWX8	ATPase, coupled to transmembrane movement of substances	
AT1G30720-MONOMER	AT1G30720	Q9SA87	electron carrier	
AT3G48170-MONOMER	AT3G48170	Q9STS1	betaine aldehyde / aminoaldehyde dehydrogenase	
AT3G57610-MONOMER	AT3G57610	Q96529	AdSS subunit	adenylosuccinate synthase
AT5G41870-MONOMER	AT5G41870	Q9FJ27	polygalacturonase	
AT5G55050-MONOMER	AT5G55050	Q9FIA1	hydrolase activity, acting on ester bonds	
AT2G18730-MONOMER	AT2G18730	Q8VZG1	diacylglycerol kinase	
AT2G43840-MONOMER	AT2G43840	Q3EBH1	salicylic acid / benzoic acid glucosyltransferase	UDP-glucose:salicylic acid glucosyltransferase / UDP-glucose:benzoic acid glucosyltransferase, UDP-glucose:salicylate glucosyltransferase / UDP-glucose:benzoate glucosyltransferase
GQT-4543-MONOMER	GQT-4543		AT5G11930.1	
AT5G61680-MONOMER	AT5G61680	Q9FKF3	pectinesterase	
AT5G05860-MONOMER	AT5G05860		UDP-glycosyltransferase	UDP glycosyltransferase 76C2
AT5G07480-MONOMER	AT5G07480	Q9LY13	oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	
AT5G07360-MONOMER	AT5G07360	Q9LY24	amidase	
GQT-4333-MONOMER	GQT-4333		AT2G22620.1	
AT1G69190-MONOMER	AT1G69190	Q1ENB6		
GQT-4879-MONOMER	GQT-4879		AT3G10630.1	
AT2G18620-MONOMER	AT2G18620	Q9ZU77		
GLYCINEDECARBOXYLASE			glycine decarboxylase	
AT1G05240-MONOMER	AT1G05240	Q96506	peroxidase	
AT5G36700-MONOMER	AT5G36700	Q8L3U4	phosphoglycolate phosphatase	
AT2G46370-MONOMER	AT2G46370	Q9SKE2	jasmonoyl-amino acid synthetase	jasmonyl-amino acid synthetase, jasmonate:amino acid ligase (AMP-forming), jasmonic acid:amino acid synthetase, JA-amido conjugate synthetase, JA-amino synthetase, jasmonate:amino acid synthetase
AT1G17890-MONOMER	AT1G17890			UDP-glucose 4-epimerase
AT1G51780-MONOMER	AT1G51780	Q9SWX9	IAA-amino acid conjugate hydrolase	
GQT-5441-MONOMER	GQT-5441		AT1G20410.1	
GQT-4340-MONOMER	GQT-4340		AT1G36580.1	
GQT-5483-MONOMER	GQT-5483		AT4G38020.1	
GQT-4576-MONOMER	GQT-4576		AT3G24870.1	
AT2G04430-MONOMER	AT2G04430	Q9SJC6	hydrolase	
AT2G39980-MONOMER	AT2G39980	O04201	transferase	
AT5G42180-MONOMER	AT5G42180	Q43872	peroxidase	
GQT-4329-MONOMER	GQT-4329		AT4G15230.1	
AT2G27010-MONOMER	AT2G27010	Q9ZVD6	AT2G27010	
AT5G18660-MONOMER	AT5G18660	Q8GZ86		
GQT-1181-MONOMER	GQT-1181	Q2V3R6	AT3G28760.2	
AT2G18230-MONOMER	AT2G18230			inorganic diphosphatase
CPLX-7264				
AT2G16230-MONOMER	AT2G16230	Q9SIX5	hydrolase, hydrolyzing O-glycosyl compounds	
AT3G03780-MONOMER	AT3G03780	Q9SRV5		5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase
AT3G20130-MONOMER	AT3G20130	Q9LJY5	AT3G20130	
AT1G55120-MONOMER	AT1G55120	Q67XZ3	levanase//hydrolase, hydrolyzing O-glycosyl compounds	
GQT-5022-MONOMER	GQT-5022		AT4G00560.4	
GQT-5599-MONOMER	GQT-5599		AT5G57960.1	
GQT-5205-MONOMER	GQT-5205		AT1G07780.10	
GQT-3908-MONOMER	GQT-3908		AT1G28480.1	
AT5G07860-MONOMER	AT5G07860	Q9SD98	transferase	
GQT-5561-MONOMER	GQT-5561		AT5G64580.1	
GQT-5271-MONOMER	GQT-5271		AT5G56260.3	
AT4G34200-MONOMER	AT4G34200	O49485	AT4G34200	
AT5G04950-MONOMER	AT5G04950	Q9FF79	nicotianamine synthase	
AT5G04310-MONOMER	AT5G04310	Q93Z77	pectate lyase	
AT1G48470-MONOMER	AT1G48470			
AT5G45340-MONOMER	AT5G45340	Q9FH76		ABA 8'-hydroxylase, CYP707A3
AT1G70080-MONOMER	AT1G70080	Q84UU9	lyase	
GQT-4978-MONOMER	GQT-4978		AT5G47380.1	
GQT-5589-MONOMER	GQT-5589		AT3G11240.1	
AT1G69740-MONOMER	AT1G69740		porphobilinogen synthase	At1g69740
AT4G22880-MONOMER	AT4G22880	Q96323	leucoanthocyanidin dioxygenase	ANS, LDOX, AT4g22880, leucoanthocyanidin dioxygenase
AT2G29990-MONOMER	AT2G29990	O80874	NADH dehydrogenase	
AT1G44350-MONOMER	AT1G44350	Q8VYX0	IAA-amino acid conjugate hydrolase	amidohydrolase-ILL6
AT1G59030-MONOMER	AT1G59030	Q93W97	hydrolase activity, acting on ester bonds	
GQT-4410-MONOMER	GQT-4410		AT4G22580.1	
AT4G09020-MONOMER	AT4G09020	Q9M0S5	alpha-amylase	&alpha;-1,6-glucanohydrolase, debranching enzyme
GQT-4929-MONOMER	GQT-4929		AT2G15360.1	
AT3G02870-MONOMER	AT3G02870	Q9M8S8	L-galactose-1-phosphate phosphatase	
AT2G01890-MONOMER	AT2G01890	Q8VYZ2	phosphatase	
AT4G28750-MONOMER	AT4G28750		PSI-E subunit	PsaE
AT1G04620-MONOMER	AT1G04620	Q8GS60	7<sup>1</sup>-hydroxychlorophyll <i>a</i> reductase	
AT2G45790-MONOMER	AT2G45790	O80840	phosphomannomutase	
GQT-5607-MONOMER	GQT-5607		AT3G02410.1	
AT1G04610-MONOMER	AT1G04610			
AT3G59845-MONOMER	AT3G59845	Q8LPM0	oxidoreductase	
AT4G37370-MONOMER	AT4G37370	Q9SZT7	AT4G37370	
AT1G28430-MONOMER	AT1G28430	Q9SGP1	AT1G28430	
GQT-3878-MONOMER	GQT-3878		AT3G48080.1	
AT2G01880-MONOMER	AT2G01880	Q8S341	phosphatase	
EG50003-MONOMER			apo-[acyl carrier protein]	apoprotein [acyl carrier protein], AcpP, acyl carrier protein, apo-ACP, ACP
GQT-5158-MONOMER	GQT-5158		AT3G62180.2	
GQT-5011-MONOMER	GQT-5011		AT2G30630.2	
AT2G36230-MONOMER	AT2G36230	O82782		
GQT-239-MONOMER	GQT-239	Q8H1R4	AT4G33460.1	
GQT-3955-MONOMER	GQT-3955		AT4G01750.1	
AT5G66005-MONOMER	AT5G66005	Q6ID68	AT5G66005	
GQT-4248-MONOMER	GQT-4248		AT5G62350.1	
AT5G05900-MONOMER	AT5G05900	Q9FI96	UDP-glycosyltransferase	
AT1G70500-MONOMER	AT1G70500	Q9CAL5	polygalacturonase	
AT1G34040-MONOMER	AT1G34040	Q9FE98	carbon-sulfur lyase	
AT3G61400-MONOMER	AT3G61400	Q9M2C4	1-aminocyclopropane-1-carboxylate oxidase	
AT4G29600-MONOMER	AT4G29600	Q9ZT35	cytidine deaminase	
AT2G33630-MONOMER	AT2G33630	O22813		
GQT-5089-MONOMER	GQT-5089		AT4G25080.6	
AT4G34570-MONOMER	AT4G34570	Q05763	dihydrofolate reductase/thymidylate synthase	dihydrofolate reductase
CPLX-942			photosystem II	PSII
AT5G23300-MONOMER	AT5G23300	P32746	dihydroorotate dehydrogenase	
GQT-5420-MONOMER	GQT-5420		AT1G13710.1	
AT4G22690-MONOMER	AT4G22690	O49650	AT4G22690	
AT3G29630-MONOMER	AT3G29630	Q9LJA6		
AT5G63560-MONOMER	AT5G63560	Q9FFQ7		
GQT-5258-MONOMER	GQT-5258		AT5G21950.6	
AT1G25083-MONOMER	AT1G25083	Q9FE37	anthranilate synthase	
AT2G37540-MONOMER	AT2G37540	O80924	oxidoreductase	
AT5G49070-MONOMER	AT5G49070	Q9FH27	acyltransferase	
AT5G54190-MONOMER	AT5G54190	Q42536	protochlorophyllide reductase	PORA
CPLXQT-12		P50651	ribonucleoside reductase, small subunit	RNA2A
GQT-4723-MONOMER	GQT-4723		AT5G59070.1	
GQT-1283-MONOMER	GQT-1283	Q8RXN7	AT2G39420.1	
AT2G44810-MONOMER	AT2G44810		DAD1//triacylglycerol lipase	triacylglycerol lipase, phospholipase A1
AT1G03090-MONOMER	AT1G03090	Q42523	methylcrotonoyl-CoA carboxylase-alpha subunit	methylcrotonoyl-CoA carboxylase
AT5G18280-MONOMER	AT5G18280	Q9SPM5	apyrase//ATPase	
GQT-957-MONOMER	GQT-957	Q3EBQ1	AT2G32640.1	
AT5G51100-MONOMER	AT5G51100	O04879	iron superoxide dismutase	
AT1G15950-MONOMER	AT1G15950		cinnamoyl-CoA reductase	feruloyl-CoA reductase, p-hydroxycinnamoyl coenzyme A reductase
AT3G60160-MONOMER	AT3G60160	Q9M1C7	ATPase, coupled to transmembrane movement of substances	
AT2G19900-MONOMER	AT2G19900	O82191	NADP-malic enzyme	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)
GQT-4635-MONOMER	GQT-4635		AT3G32920.1	
AT1G13430-MONOMER	AT1G13430	Q9FX55	sulfotransferase	
GQT-4606-MONOMER	GQT-4606		AT3G62660.1	
AT1G06250-MONOMER	AT1G06250	Q9LNC2	triacylglycerol lipase	
AT5G59540-MONOMER	AT5G59540	Q9LTH7	oxidoreductase	
AT5G57890-MONOMER	AT5G57890	Q9FJM5	anthranilate synthase	
GQT-4670-MONOMER	GQT-4670		AT1G04620.1	
GQT-1177-MONOMER	GQT-1177	Q8L608	AT5G61250.1	
AT1G19580-MONOMER	AT1G19580	Q9FWR5	carbonate dehydratase	
AT4G20210-MONOMER	AT4G20210		lyase	
GQT-3959-MONOMER	GQT-3959		AT1G30540.1	
GQT-4971-MONOMER	GQT-4971		AT1G48140.1	
AT1G21110-MONOMER	AT1G21110	Q9LPU6	O-methyltransferase	
AT2G12280-MONOMER	AT2G12280	Q9ZUP9	ligase	
GQT-4537-MONOMER	GQT-4537		AT3G05300.1	
AT1G04710-MONOMER	AT1G04710		3-ketoacyl-CoA thiolase	acetyl-CoA C-acyltransferase
CPLX-2282			CYP83B1 monooxygenase	CYP83B1
GQT-3901-MONOMER	GQT-3901		AT3G16120.1	
AT3G13450-MONOMER	AT3G13450	Q9LDY2	branched-chain &alpha;-keto acid decarboxylase E1-&beta; subunit	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring), branched-chain keto-acid dehydrogenase complex E1-&beta; subunit
AT1G60680-MONOMER	AT1G60680	Q84M96	aldo-keto reductase	
GQT-4260-MONOMER	GQT-4260		AT1G31850.1	
GQT-4719-MONOMER	GQT-4719		AT3G54900.1	
CPLX-1364				ACC synthase
AT1G66910-MONOMER	AT1G66910	Q9C620	kinase	
AT3G60120-MONOMER	AT3G60120	Q9M1D1	hydrolase, hydrolyzing O-glycosyl compounds	
AT1G19920-MONOMER	AT1G19920		APS2	sulfate adenylyltransferase (ATP)
AT2G37760-MONOMER	AT2G37760	O80944	aldo-keto reductase family 4 member C8	
GQT-5571-MONOMER	GQT-5571		AT2G18040.1	
AT5G14200-MONOMER	AT5G14200	Q9FMT1	3-isopropylmalate dehydrogenase	
AT5G40390-MONOMER	AT5G40390	Q9FND9	galactinol-sucrose galactosyltransferase//ghydrolase, hydrolyzing O-glycosyl compounds	raffinose synthase, RS5
CPLX-17408				
AT5G36140-MONOMER	AT5G36140	Q9LVY3	monooxygenase	
CPLX-1424				AtPLC2, PLC
AT1G15690-MONOMER	AT1G15690	P31414	H<small><sup>+</sup></small>-exporting dihosphatase	hydrogen-translocating pyrophosphatase
GQT-4023-MONOMER	GQT-4023		AT5G47400.1	
GQT-4126-MONOMER	GQT-4126		AT1G50940.1	
GQT-1068-MONOMER	GQT-1068	Q5BPS0	AT2G35990.1	
AT5G57440-MONOMER	AT5G57440	Q8VZP1	hydrolase	
AT2G05790-MONOMER	AT2G05790	Q9SHZ2	hydrolase, hydrolyzing O-glycosyl compounds	
AT2G34500-MONOMER	AT2G34500	O64697		C-22 desaturase, CYP710A1
AT1G71710-MONOMER	AT1G71710	Q8H0Z6	inositol-polyphosphate 5-phosphatase	
AT1G35250-MONOMER	AT1G35250	Q9C718	acyl-lipid thioesterase 2	ALT2
AT5G15070-MONOMER	AT5G15070	Q84WW3	acid phosphatase//oxidoreductase	
AT5G43760-MONOMER	AT5G43760	Q9FG87	fatty acid elongase	
GQT-4470-MONOMER	GQT-4470		AT2G20270.2	
AT5G51290-MONOMER	AT5G51290	Q6USK2	diacylglycerol kinase	
AT1G28130-MONOMER	AT1G28130	Q9FZ87	indole-3-acetic acid amido synthetase	IAA-amido synthetase, indole-3-acetate amido synthetase
GQT-4590-MONOMER	GQT-4590		AT5G41460.1	
AT2G26600-MONOMER	AT2G26600	O48727	hydrolase, hydrolyzing O-glycosyl compounds	
AT5G38410-MONOMER	AT5G38410		RUBISCO small subunit	ribulose-bisphosphate carboxylase, RbcS3B, AT5G38410, RBCS
AT3G47930-MONOMER	AT3G47930	Q9SU56		
AT4G33010-MONOMER	AT4G33010	Q94B78	glycine dehydrogenase (decarboxylating)	
AT1G74910-MONOMER	AT1G74910	Q9C9P3	nucleotidyltransferase	
AT3G57650-MONOMER	AT3G57650	Q8LG50	1-acylglycerol-3-phosphate O-acyltransferase	
GQT-4091-MONOMER	GQT-4091		AT4G26160.1	
AT2G27820-MONOMER	AT2G27820	Q9ZUY3	arogenate dehydratase////prephenate dehydratase	
AT4G32520-MONOMER	AT4G32520	Q94JQ3	glycine hydroxymethyltransferase	
AT2G43820-MONOMER	AT2G43820	O22822	salicylic acid / benzoic acid glucosyltransferase	AtSGT1, UDP-glucose:salicylic acid glucosyltransferase / UDP-glucose:benzoic acid glucosyltransferase, UDP-glucose:salicylate glucosyltransferase / UDP-glucose:benzoate glucosyltransferase
AT1G31490-MONOMER	AT1G31490	Q9C564	transferase	
AT3G18220-MONOMER	AT3G18220		phosphatidate phosphatase	
AT3G29200-MONOMER	AT3G29200	P42738		
GQT-5568-MONOMER	GQT-5568		AT3G48610.1	
GQT-512-MONOMER	GQT-512	Q84W22	AT5G24970.2	
GQT-5316-MONOMER	GQT-5316		AT1G55940.2	
AT2G40370-MONOMER	AT2G40370	Q9SIY8	oxidoreductase	
AT5G43440-MONOMER	AT5G43440	Q9LSW7	1-aminocyclopropane-1-carboxylate oxidase	
GQT-5304-MONOMER	GQT-5304		AT3G17717.1	
AT5G39050-MONOMER	AT5G39050	Q940Z5	transferase	
AT5G36110-MONOMER	AT5G36110	Q9LVY7	AT5G36110	
AT1G18140-MONOMER	AT1G18140	Q9LMS3	oxidoreductase	
GQT-4159-MONOMER	GQT-4159		AT5G56470.1	
AT2G39270-MONOMER	AT2G39270	Q84JF7	nucleotide kinase	
AT5G63290-MONOMER	AT5G63290	Q9FMJ4	oxidoreductase	
GQT-4116-MONOMER	GQT-4116		AT1G34200.1	
GQT-1655-MONOMER	GQT-1655	Q9M3B3	AT3G49190.1	
AT5G20070-MONOMER	AT5G20070	Q94A82	hydrolase	
CPLX-1362			methionine adenosyltransferase	AdoMet synthetase, ATP:methionine S-adenosyltransferase, S-adenosylmethionine synthetase
MONOMER-17412	G-15187	O48905		
AT2G41210-MONOMER	AT2G41210	Q9SLG9	1-phosphatidylinositol-4-phosphate 5-kinase	
AT1G23320-MONOMER	AT1G23320		tryptophan aminotransferase	L-tryptophan aminotransferase
AT5G20330-MONOMER	AT5G20330	O49352	hydrolase, hydrolyzing O-glycosyl compounds	
AT3G24300-MONOMER	AT3G24300	Q9SQH9		Ammonium transporter 1 member 3
AT3G14300-MONOMER	AT3G14300	Q9LUL8	pectinesterase	
GQT-5115-MONOMER	GQT-5115		AT4G01770.2	
AT5G39080-MONOMER	AT5G39080	Q9FID2	transferase	
AT5G05590-MONOMER	AT5G05590	Q42527	phosphoribosylanthranilate isomerase	
AT1G77520-MONOMER	AT1G77520	Q9CAQ4	O-methyltransferase	
AT1G68540-MONOMER	AT1G68540	Q9CA28	oxidoreductase	
AT2G28605-MONOMER	AT2G28605		PsbP domain-containing protein 2	PsbP-related thylakoid lumenal protein 3
GQT-4726-MONOMER	GQT-4726		AT4G19740.1	
AT5G35170-MONOMER	AT5G35170	Q8VYL1	nucleotide kinase	
AT4G19010-MONOMER	AT4G19010	Q84P24		AT4g19010
AT2G21770-MONOMER	AT2G21770	Q9SJ22	cellulose synthase	
CPLXQT-3				
AT4G01690-MONOMER	AT4G01690	P55826	protoporphyrinogen oxidase	PPOX, AT4g01690
AT3G25140-MONOMER	AT3G25140		polygalacturonate 4-alpha-galacturonosyltransferase	
GQT-4206-MONOMER	GQT-4206		AT4G15670.1	
MONOMER-3281	G-2361		tocopherol cyclase	
GQT-4754-MONOMER	GQT-4754		AT4G17550.1	
AT4G02580-MONOMER	AT4G02580	O22769	NADH-ubiquinone oxidoreductase 24 kDa subunit	NADH dehydrogenase (ubiquinone)
AT5G42080-MONOMER	AT5G42080	P42697	GTPase	
GQT-5337-MONOMER	GQT-5337		AT2G19940.2	
AT2G25150-MONOMER	AT2G25150	Q8GYW8	transferase	
AT1G34500-MONOMER	AT1G34500	Q4PT07	acyltransferase	
AT5G58730-MONOMER	AT5G58730	Q93Z01	kinase	
AT2G32440-MONOMER	AT2G32440	Q9C5Y2		CYP88A4
GQT-5510-MONOMER	GQT-5510		AT1G27160.1	
GQT-121-MONOMER	GQT-121	Q9SAE8	AT1G13150.1	
GQT-4756-MONOMER	GQT-4756		AT2G47340.1	
AT2G22920-MONOMER	AT2G22920	O81009	AT2G22920	
AT1G22170-MONOMER	AT1G22170	Q9LM13	catalytic	
AT3G57270-MONOMER	AT3G57270	Q9M2M0	hydrolase, hydrolyzing O-glycosyl compounds	
AT5G35917-MONOMER	AT5G35917			
AT1G80340-MONOMER	AT1G80340	Q9ZT84	gibberellin 3-oxidase	gibberellin 3-&beta;-dioxygenase, GA 3&beta;-hydroxylase
AT2G36790-MONOMER	AT2G36790		UDP-glucose:flavonol-3-O-glycoside-7-O-glucosyltransferase	
BETA-HYDROXY-CIS-DELTA5-DODECENOYL-ACP			(3<i>R</i>)-hydroxy <i>cis</i> &Delta;<sup>5</sup>-dodecenoyl-ACP	B1094, AcpP, &beta;-hydroxy-cis-&delta;5-dodecenoyl-ACP, &beta;-hydroxy-cis-&Delta;<sup>5</sup>-dodecenoyl-ACP
AT3G10620-MONOMER	AT3G10620	Q9CAF2		
AT5G61160-MONOMER	AT5G61160	Q9FNP9	transferase	
CPLX-1363				ACC synthase
AT1G47290-MONOMER	AT1G47290	Q9FX01	sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating)//3-beta-hydroxy-delta5-steroid dehydrogenase	
GQT-4244-MONOMER	GQT-4244		AT1G78210.1	
AT1G17410-MONOMER	AT1G17410	Q6NLG3	nucleoside diphosphate kinase	
AT5G07920-MONOMER	AT5G07920	Q39017	AT5G07920	
AT5G39090-MONOMER	AT5G39090	Q9FID1	transferase	
GQT-5006-MONOMER	GQT-5006		AT5G50770.1	
AT5G10480-MONOMER	AT5G10480	Q8VZB2	very-long-chain 3-hydroxyacyl-CoA dehydratase	HACD, very-long-chain hydroxy fatty-acyl-CoA dehydratase
AT5G61410-MONOMER	AT5G61410	Q9SAU2		
AT5G51060-MONOMER	AT5G51060	O81210	NAD(P)H oxidase	
AT2G25710-MONOMER	AT2G25710	Q9SL92	AT2G25710	
AT4G34510-MONOMER	AT4G34510	O65677	acyltransferase	
GQT-4043-MONOMER	GQT-4043		AT5G57170.2	
GQT-241-MONOMER	GQT-241	Q9ASX5	AT5G05200.1	
GQT-1637-MONOMER	GQT-1637	Q8VZR0	AT5G08340.1	
AT5G05690-MONOMER	AT5G05690	Q42569		cathasterone 23&alpha;-hydroxylase, 6-deoxo-cathasterone 23&alpha;-hydroxylase, cytochrome P450-90A1, CPD, CYP90A1
AT2G29750-MONOMER	AT2G29750		UDP-glycosyltransferase	At2g29750
GQT-3077-MONOMER	GQT-3077		AT5G58290.1	
GQT-4910-MONOMER	GQT-4910		AT2G37585.1	
AT4G30140-MONOMER	AT4G30140	Q9SZW7	hydrolase activity, acting on ester bonds	
AT4G16730-MONOMER	AT4G16730	O23516	AT4G16730	
AT1G28170-MONOMER	AT1G28170	Q9FZ91	sulfotransferase	
AT5G67050-MONOMER	AT5G67050	Q9FHA8	triacylglycerol lipase	
AT3G16390-MONOMER	AT3G16390			
AT4G02330-MONOMER	AT4G02330	Q8RXK7	pectinesterase	
AT3G14390-MONOMER	AT3G14390	Q949X7	diaminopimelate decarboxylase	
AT4G27570-MONOMER	AT4G27570	Q9T081	transferase, transferring glycosyl groups	
GQT-4032-MONOMER	GQT-4032		AT5G24810.2	
AT3G47833-MONOMER	AT3G47833	Q3E870	complex II subunit 7	complex II subunit 7
AT1G53830-MONOMER	AT1G53830	Q42534	pectinesterase	
GQT-4161-MONOMER	GQT-4161		AT5G11330.1	
AT5G58270-MONOMER	AT5G58270	Q9LVM1	ATPase, coupled to transmembrane movement of substances	
AT2G28630-MONOMER	AT2G28630	Q9SIB2	acyltransferase	
AT4G12310-MONOMER	AT4G12310	Q9STI0	AT4G12310	
AT3G44300-MONOMER	AT3G44300	P32962	Nit2	nitrilase
